en_text,vn_text,confidence,labels
"en: As you meander through the gardens, mainly trees, there are pavilions & water feature areas.","vi: Khi bạn đi vòng quanh các khu vườn, chủ yếu là cây cối, có các gian nhà và khu vực có nước.",0.9452734675,0
"en: Little figures on the roofs show how important it is, the more figures the more important.","vi: Những con số nhỏ trên mái nhà cho thấy tầm quan trọng của nó, càng nhiều con số càng quan trọng.",0.859320913,0
"en: This is my second times visiting this palace.Since I am alone and nobody is holding me back, Instead of blindly roaming the palace alone, I decide to join the Palace tour + The secret garden tour.","vi: Đây là lần thứ hai tôi đến thăm cung điện này, vì tôi ở một mình và không ai giữ tôi lại, thay vì mù quáng lang thang trong cung điện một mình, tôi quyết định tham gia tour du lịch Cung điện + Chuyến du lịch vườn bí mật.",0.8598314694,0
en: You can also walk into the deeper end to see the secret garden and the secondary palace for added charge (boooo....).,vi: Bạn cũng có thể đi vào cuối khu vực sâu hơn để nhìn thấy khu vườn bí mật và cung điện phụ để thêm phí (boooo....).,0.8671579361,0
"en: A good afternoon plan would be to visit Changdeokgung, take the Secret Garden tour, and then continue into Changgyeonggung.","vi: Một kế hoạch buổi chiều tốt sẽ là đến thăm Changdeokgung, tham quan Vườn bí mật, và sau đó tiếp tục vào Changgyeonggung.",0.8685681479,0
"en: And right beside this palace is another palace called Changgyeonggung which you can actually ""very conveniently"" get to by going out the back exit (right beside the Secret Garden entrance) where you'll get to the high ground overlooking Changgyeonggung with stairs to go down to that palace.",vi: Và ngay bên cạnh cung điện này là một cung điện khác gọi là Changgyeonggung mà bạn có thể đến 'rất tiện lợi' bằng cách đi ra cửa sau (ngay cạnh lối vào Vườn bí mật) nơi bạn sẽ đến khu đất cao nhìn ra Changgyeonggung với cầu thang để đi xuống cung điện đó.,0.87204613,0
"en: We didnt go into the secret garden, but we felt there was enough to see without booking the extra ticket and partly because you do have to reserve a place for the secret garden tour.","vi: Chúng tôi không đi vào khu vườn bí mật, nhưng chúng tôi cảm thấy ở đó có đủ chỗ để xem mà không cần đặt thêm vé, và một phần vì bạn phải đặt chỗ cho chuyến tham quan khu vườn bí mật.",0.8755205699,0
"en: The history of this palace is covered extensively elsewhere, and all the practical information required is in the excellent KTO page http://english.visitkorea.or.kr/enu/SI/SI_EN_3_1_1_1.jsp?cid=264348

We bought an Integrated Ticket of Palaces which covers Changdeokgung, Changgyeonggung, Deoksugung, Gyeongbokgung and Jongmyo Shrine.",Wear comfortable shoes to walk in.,0.8805400303,0
"en: There are schedules to the guided tours depending on the language, so it would be good if research is done before heading to the palace.","vi: Có lịch trình cho các tour du lịch được hướng dẫn tùy thuộc vào ngôn ngữ, vì vậy sẽ tốt nếu nghiên cứu được thực hiện trước khi đến cung điện.",0.8863619396,0
en: I greet them in Bahasa which surprised them.,"vi: Tôi chào đón họ ở Bahasa, nơi làm họ ngạc nhiên.",0.8874873434,0
"en: This place is huge, make sure to follow the guides, otherwises we will get lost.","vi: Chỗ này rộng lắm, hãy chắc chắn là theo hướng dẫn, nếu không chúng ta sẽ bị lạc.",0.8947604043,0
"en: All said, I don't think you'd be missing out on too much if you only visited Gyeongbokgung and skipped Changdeokgung.","vi: Tất cả đã nói, tôi không nghĩ rằng bạn sẽ bỏ lỡ quá nhiều nếu bạn chỉ đến thăm Gyeongbokgung và bỏ qua Changdeokgung.",0.8964606694,0
en: I was there with a Korean friend who explained the history and how the Korean's lived.,vi: Tôi đã ở đó với một người bạn Hàn Quốc người đã giải thích lịch sử và cách người Hàn Quốc sống.,0.8967253821,0
en: So if you're wanting to visit a few I would recommend getting the combo.,vi: Nếu bạn muốn ghé thăm một vài cái tôi khuyên bạn nên lấy mã số.,0.8971470424,0
en: Very huge compound... should have a tour guide while visiting this place or else you wont understand a thingy... perhaps if you really a Korean movie fan you might have some idea what you looking at.,vi: Khu phức hợp rất lớn nên có hướng dẫn viên du lịch khi đến thăm nơi này nếu không anh sẽ không hiểu được thứ gì có lẽ nếu anh thực sự là một người hâm mộ phim Hàn Quốc anh có thể biết mình đang nhìn cái gì.,0.8988573892,0
"en: Hit this temple first and buy the 10000 won combination ticket (about $10) If you only have one day in Seoul these palaces, with lunch in insadong (between all of them), and a visit to the temple (right next door) are all you need...but it will be a long day!","vi: Hãy đến ngôi chùa này trước và mua vé số 10000 won (khoảng 10 đô la) Nếu bạn chỉ có một ngày ở Seoul, với bữa trưa ở insadong (giữa tất cả các cung điện), và một chuyến thăm ngôi chùa (ngay bên cạnh) là tất cả những gì bạn cần... nhưng đó sẽ là một ngày dài!",0.9029916355,0
"en: It's not really a garden, more a forest that has hidden spots within it.","vi: Nó không thực sự là một khu vườn, mà là một khu rừng có những điểm ẩn giấu bên trong.",0.903447628,0
"en: I did note that the tour moves at a fairly set pace, and it is better if you focus on staying with the guide so you can see and hear her details - you can always walk back through areas at your own pace then the tour is over.","vi: Tôi đã lưu ý rằng tour diễn di chuyển với một tốc độ khá ổn định, và tốt hơn hết là bạn nên tập trung ở lại với hướng dẫn viên để có thể nhìn thấy và nghe thấy chi tiết của cô ấy - bạn luôn có thể đi bộ trở lại qua các khu vực với tốc độ của riêng bạn sau khi tour kết thúc.",0.9064426422,0
en: Tip: take the tour of palace if you have an hour to spare.,vi: Mẹo: hãy tham quan cung điện nếu bạn có một giờ rảnh rỗi.,0.9086726734,0
en: This will save you a few extra bucks instead of paying an entrance fee for each palace.,vi: Điều này sẽ giúp bạn tiết kiệm được vài đồng thay vì phải trả phí vào mỗi cung điện.,0.9089346613,0
en: I did find the juxtaposition of the new city buildings to be quite representative of how things have changed... how once there would have been huge open spaces and now the city crowds right in.,vi: Tôi thực sự nhận thấy sự đặt cạnh nhau của các tòa nhà trong thành phố mới khá tiêu biểu cho việc mọi thứ đã thay đổi như thế nào... làm thế nào mà trước đây từng có những không gian rộng mở rộng lớn và bây giờ thành phố lại đông đúc như thế nào.,0.9090742384,0
"en: If time permits, my advice would be to have a break in between the tours by heading to nearby Insadong or Bukchon, with its art galleries, independent craft shops, cafes and restaurants.","vi: Nếu thời gian cho phép, lời khuyên của tôi sẽ là nghỉ giữa các tour du lịch bằng cách đi đến Insadong hoặc Bukchon gần đó, với các phòng trưng bày nghệ thuật, cửa hàng thủ công độc lập, quán cà phê và nhà hàng.",0.9093017578,0
"en: A much often overlooked attraction compared to its more renowned 'sister' palace, the Gyeongbokgong.","vi: Một điểm thu hút thường bị bỏ qua so với cung điện 'em gái' nổi tiếng hơn, Gyeongbokgong.",0.9112655095,0
en: The architecture is the exact same as the other palaces (I presume this even though we only visited Gyeonbokgung - but literally it was the same thing so I can only assume based on pictures that they are all pretty similar).,vi: Kiến trúc của cung điện này giống hệt như các cung điện khác (Tôi cho rằng điều này mặc dù chúng tôi chỉ đến thăm Gyeonbokgung - nhưng thực sự nó giống nhau nên tôi chỉ có thể giả định dựa trên hình ảnh rằng tất cả đều khá giống nhau).,0.911546639,0
en: When someone explains everything to you it is better!,vi: Khi ai đó giải thích mọi thứ cho bạn thì tốt hơn!,0.9122620991,0
"en: If your time is limited, pick either this one or gyeongbukgung (which is a few blocks away)...it's not worth cramming both into one trip to Seoul.","vi: Nếu thời gian của bạn bị giới hạn, hãy chọn một trong hai địa điểm này hoặc gyeongbukgung (cách đó vài dãy nhà)...không đáng để nhồi nhét cả hai vào một chuyến đi đến Seoul.",0.912680081,0
"en: When they close, they close and they have several people rounding up slow moving people pushing them toward the door..so don't plan to get there late and overstay.","vi: Khi họ đóng cửa, họ đóng cửa và họ có một số người làm tròn lên từ từ di chuyển những người đẩy họ về phía cửa..vì vậy, không có kế hoạch để đến đó muộn và ở lại quá lâu.",0.9128080777,0
en: I'm definitely more into taking my time and exploring/photographing.,vi: Tôi chắc chắn thích dành thời gian của mình và khám phá/chụp ảnh.,0.9144943782,0
en: The term garden is misleading -- this looks nothing like Chinese gardens.,vi: Thuật ngữ vườn là sai lầm - nó trông không giống vườn Trung Quốc.,0.914707865,0
"en: One hour is more than enough to cover this part of the attraction (it takes 90 minutes), especially considering the fact that joining a guided tour is the only way one can see the garden.","vi: Một giờ là quá đủ để đi hết phần này của khu du lịch (mất 90 phút), đặc biệt là khi xem xét thực tế rằng tham gia một tour du lịch có hướng dẫn viên là cách duy nhất để người ta có thể nhìn thấy khu vườn.",0.9151423318,0
"en: It has many leafy valleys, trees, ponds, pavilions and buildings.","vi: Nó có nhiều thung lũng lá, cây cối, ao, sảnh và toà nhà.",0.9160881724,0
"en: But note that the Piwon is only open to guided tours that are alternatively in Korean, Japanese and English, so make sure to check the schedule and get there early because the tour of the Piwon is very popular.","vi: Nhưng lưu ý rằng Piwon chỉ mở cửa cho các tour du lịch có hướng dẫn viên bằng tiếng Hàn, tiếng Nhật và tiếng Anh, vì vậy hãy chắc chắn kiểm tra lịch trình và đến đó sớm vì tour của Piwon rất phổ biến.",0.9164624895,0
"en: in here, you will be able to explore different palaces, and also their quarters- from the king down to servants.","vi: Ở đây, các bạn có thể khám phá các cung điện khác nhau, và cả khu vực của chúng - từ nhà vua cho đến những người hầu.",0.9179386411,0
"en: Obviously we went with this recommendation and whilst I can't compare, I can say that we were not disappointed.","vi: Rõ ràng là chúng tôi đã làm theo lời khuyên này và trong khi tôi không thể so sánh, tôi có thể nói rằng chúng tôi không thất vọng.",0.9190792356,0
en: This allows you entry at a specified time but doesn't cost anything extra.,vi: Điều này cho phép bạn vào vào một thời điểm nhất định nhưng không tốn thêm chi phí.,0.9193584578,0
"en: As it was the last free day I had in Seoul I joined the Korean tour, which was the second best option.","vi: Vì đó là ngày rảnh cuối cùng ở Seoul nên tôi tham gia tour diễn Hàn Quốc, đó là lựa chọn tốt thứ hai.",0.9197393826,0
en: Historic palace in Seoul.,vi: Cung điện lịch sử ở Seoul.,0.9204665593,0
en: You will see the design of their houses and gardens.,vi: Bạn sẽ thấy thiết kế của nhà và vườn của họ.,0.9204680579,0
en: More value in my opinion.,vi: Theo ý tôi thì có giá trị hơn.,0.9237970625,0
"en: Visited 2 major palaces of the Korean kings, this one and Gyeongbokgung.","vi: Thăm 2 cung điện lớn của các vị vua Triều Tiên, cung điện này và Gyeongbokgung.",0.9250835691,0
"en: This review is the Palace only, we have not been to the Secret Garden, which looks better.","vi: Đây là đánh giá chỉ cung điện, chúng tôi đã không được đến khu vườn bí mật, mà nhìn tốt hơn.",0.9259875843,0
"en: If you're not much into palaces, like me, visiting one will be okay I think.","vi: Nếu anh không thích các cung điện, như tôi, thì tôi nghĩ đến thăm một nơi cũng được.",0.9268283844,0
"en: I would say this is better in some ways, especially in hotter months like July and August.","vi: Tôi sẽ nói rằng điều này tốt hơn theo một số cách, đặc biệt là trong những tháng nóng hơn như tháng Bảy và tháng Tám.",0.9268905095,0
en: The palace is well spaced out (not as spread out as the other palaces in Seoul).,vi: Cung điện được bố trí cách xa nhau (không trải rộng như các cung điện khác ở Seoul).,0.928569385,0
"en: Didn't have time to visit the secret gardens, went too late.","vi: Không có thời gian để thăm những khu vườn bí mật, đi quá muộn.",0.9286832809,0
en: There are a lot of people who do this tour so I would suggest one to be early as they are punctual.,vi: Có rất nhiều người tham gia chuyến đi này nên tôi đề nghị một người nên đến sớm vì họ đúng giờ.,0.9289150238,0
en: Maybe it looks more attractive at other times of the year?,vi: Có thể nó sẽ hấp dẫn hơn vào những thời điểm khác trong năm?,0.929170881,0
en: Go to the secret garden during the fall.,vi: Đi đến khu vườn bí mật vào mùa thu.,0.9293315751,0
en: I really felt like I was in China.,vi: Tôi thực sự cảm thấy như mình đang ở Trung Quốc.,0.9293328694,0
en: It is not allowed to visit the Garden by your own.,vi: Nó không được phép tự mình đi thăm khu vườn.,0.9296366828,0
"en: According to our guide, both ancient China and Korea were good allies and thus the country had some influences from the Chinese culture.","vi: Theo hướng dẫn của chúng tôi, cả Trung Quốc cổ đại và Triều Tiên đều là đồng minh tốt và do đó đất nước này có một số ảnh hưởng từ văn hoá Trung Quốc.",0.9296925408,0
en: and also less people wearing hanbok (other alternative to wear hanbok and take a picture of urself),vi: và cũng ít người mặc hanbok (một cách thay thế khác để mặc hanbok và chụp ảnh của chính mình),0.9299291883,0
en: Living in China I have seen a lot of palaces and temples etc.,"vi: Sống ở Trung Quốc, tôi đã thấy rất nhiều cung điện và đền thờ, v. v...",0.9300697872,0
"en: we know this palace from rooftop prince, one of korean drama.there was not many tourist visit this palace.","vi: Chúng tôi biết cung điện này từ sân thượng hoàng tử, một trong những bộ phim Triều Tiên. không có nhiều khách du lịch đến thăm cung điện này.",0.9301604543,0
"en: Entrance fee to this place is 3000 won, and it is no different from palaces you'd find in Beijing.","vi: Phí vào cửa là 3000 won, và nó không khác gì những cung điện ở Bắc Kinh.",0.9305740084,0
"en: I have come to realised, this trip, that having many reviews in TA on a particular restaurant is not necessarily the best.","vi: Tôi nhận ra, trong chuyến đi này, rằng có nhiều đánh giá ở trung tâm giới thiệu việc làm về một nhà hàng không nhất thiết phải là tốt nhất.",0.9305997576,0
"en: I went in the morning so it was very empty to begin with, I could take my time and I enjoyed the luxury of fewer people in all my photos.","vi: Tôi đến vào buổi sáng vì vậy nó đã rất trống rỗng, tôi có thể dành thời gian của tôi và tôi tận hưởng sự xa xỉ của ít người hơn trong tất cả các bức ảnh của tôi.",0.9306878362,0
en: I guess enjoying/loving your travel will depend on the places that you go.,vi: Tôi đoán việc tận hưởng/yêu thích chuyến đi sẽ tùy thuộc vào địa điểm bạn đến.,0.9307321821,0
"en: Upon entering Huwon through the entrance gate with your Huwon entrance ticket, your guide might allow you to wander around Huwon on your own at your own pace, because Huwon guides tend to walk at fast pace without waiting for slow walkers.","vi: Khi bạn vào Huwon bằng vé vào cổng, hướng dẫn viên có thể cho phép bạn tự đi dạo quanh Huwon theo tốc độ của mình, vì hướng dẫn viên Huwon thường đi nhanh mà không cần chờ người đi chậm.",0.9309680121,0
en: The garden itself was alright.,vi: Bản thân khu vườn cũng ổn.,0.9309881755,0
en: It is a bit crowded to come here during cherry blossoms season.,vi: Đến đây vào mùa hoa anh đào hơi đông.,0.9311572484,0
"en: A lot of people visited Chandeokgung Palace but missed the Secret Palace, either because they do not know about the Secret Garden or they did not want to pay the additional KRW5,000 (which is approx USD5).","vi: Nhiều người đã đến thăm Cung điện Chandeokgung nhưng bỏ lỡ Cung điện bí mật, hoặc vì họ không biết về Khu vườn bí mật hoặc họ không muốn trả thêm 5.000 won (khoảng 5 USD).",0.9314877646,0
en: It might've been more pleasurable to avoid this and just amble around on our own.,vi: Sẽ vui hơn nếu tránh được chuyện này và tự mình đi lòng vòng.,0.9314929417,0
"en: I only visited this palace because I had extra time in Seoul and had half a day to spend on this palace, Insa-dong, and the Buchon villiage.","vi: Tôi chỉ đến thăm cung điện này vì tôi có thêm thời gian ở Seoul và có nửa ngày để dành cho cung điện này, Insa-dong, và làng Buchon.",0.9315538406,0
en: It´not to overcrowded even at the weekends.,vi: Không được quá đông ngay cả vào cuối tuần.,0.9315810885,0
"en: Many of the buildings here were open for display, so you can see what the rooms looked like.","vi: Nhiều toà nhà ở đây được mở để trưng bày, vì vậy bạn có thể thấy các phòng trông như thế nào.",0.9319205284,0
en: Now regret that we didn’t do the Secret Gardens but we were tiring.,"vi: Chúng tôi hối hận vì đã không đến Khu vườn bí mật, nhưng chúng tôi đã rất mệt mỏi.",0.9319212096,0
"en: Apparently, the Secret Garden can be done without joining a tour in late-October when large crowds visit to see the fall colours,","vi: Rõ ràng, Khu vườn bí mật có thể được thực hiện mà không cần tham gia một tour vào cuối tháng 10 khi đám đông tụ tập để xem màu sắc mùa thu,",0.9330462047,0
"en: So the King never sleep here, not have the buildings ever been truly occupied.","vi: Vì vậy, nhà vua không bao giờ ngủ ở đây, các tòa nhà chưa bao giờ được thực sự chiếm đóng.",0.933324882,0
"en: Although the ticket to Secret Garden is with guided tour, you may choose not to join in the tour.","vi: Mặc dù vé đến Secret Garden có hướng dẫn viên du lịch, bạn có thể chọn không tham gia tour.",0.9333842141,0
"en: You can visit this palace with the Huwon garden (3,000KRW for entrance fee and 5,000KRW for the garden admission fee).",vi: Bạn có thể đến thăm cung điện này cùng với vườn Huwon (3.000KRW cho phí vào cửa và 5.000KRW cho phí vào vườn).,0.93340465,0
en: You can only visit this garden once inside the changdeokgung palace.,vi: Ngươi chỉ có thể đến khu vườn này một lần trong cung Changdeokgung.,0.9334096227,0
"en: To visit the garden, it would be better to book the tour in advance since there is a limitation of number of people per each tour.","vi: Để thăm khu vườn, tốt hơn hết là đặt trước một tour du lịch vì có một giới hạn về số lượng người mỗi chuyến.",0.9335039003,0
en: May be it is just lost in translation problem.,vi: Có thể nó chỉ bị mất trong vấn đề dịch thuật.,0.9337683405,0
en: Stop by for a little oasis.,vi: Ghé qua một ốc đảo nhỏ.,0.9337958608,0
en: If you are not a specializing in korean history than visit one or two will be enough.,vi: Nếu bạn không chuyên về lịch sử Triều Tiên thì chỉ cần đến một hoặc hai nơi là đủ.,0.934047154,0
"en: (Yeah, I'm weird that way.)","vi: (Vâng, tôi rất kỳ lạ theo cách đó.)",0.9340828487,0
en: My fiancée and I visited this palace on a Sunday afternoon.,vi: Hôn thê của tôi và tôi đã đến thăm cung điện này vào một buổi chiều Chủ nhật.,0.9341504914,0
"en: Tips: Please exchange your ticket for Secret Garden in advance before time start; otherwise, you may miss the tour if it's got full.","vi: Lời khuyên: Nhân viên đổi vé đến Secret Garden trước khi giờ bắt đầu; nếu không, bạn có thể bỏ lỡ chuyến tham quan nếu nó đã đầy.",0.9341783524,0
en: (spots shoes are better),vi: (Đôi giày điểm nhấn tốt hơn),0.9341972896,0
"en: Contrary to Gyeongbokgung which is flooded with people, Changeokgung didn't have as many visitors when I visited it.","vi: Trái ngược với Gyeongbokgung vốn tràn ngập người, Changeokgung không có nhiều du khách như tôi đã từng đến.",0.9345596858,0
en: Gosh!!!,vi: Trời ơi!!!,0.9347443581,0
"en: The palace is similar to Gyeongbokgung Palace, but on recommendation from our Korean friend, we also visited the Secret Garden.","vi: Cung điện này tương tự như cung điện Gyeongbokgung, nhưng theo lời giới thiệu từ người bạn Hàn Quốc của chúng tôi, chúng tôi cũng đã đến thăm Vườn bí mật.",0.934793881,0
en: It takes you over 90 minutes for the tour and takes you through gardens of the kings.,vi: Nó sẽ mất hơn 90 phút để đi tham quan và đưa bạn qua khu vườn của các vị vua.,0.9351656096,0
en: It was indescribable.,vi: Điều đó không thể diễn tả được.,0.9355561393,0
"en: Brrrrr.....
Read more about it here: http://curlytraveller.com/2014/02/changdeokgung-palace-seoul.html",vi: Brrrrr..... Đọc thêm về nó tại đây: http://curlytraveller.com/2014/02/changdeokgung-palace-seoul.html,0.9360745975,0
"en: Literally means “Palace of Illustrious Virtue”, Changdeokgung Palace was built in 1405 when the then Joseon King Taejong thought that the existing Gyeongbokgung Palace is inauspicious.","vi: Nghĩa đen là ""Cung điện của Đức hạnh lừng lẫy"", Cung điện Changdeokgung được xây dựng vào năm 1405 khi Vua Joseon Taejong nghĩ rằng Cung điện Gyeongbokgung hiện tại là không tốt.",0.9361416953,0
en: The good weather is very important.,vi: Thời tiết tốt rất quan trọng.,0.9367569515,0
en: While we would have liked to also see what was billed as the secret garden we did not buy the ticket for it as we were short of time.,vi: Mặc dù chúng tôi cũng muốn xem nơi được quảng cáo là khu vườn bí mật nhưng chúng tôi đã không mua vé vào đó vì không có nhiều thời gian.,0.9374234336,0
en: I have gone to the palaces every season except winter and spring is best for the garden but fall could come in a very close seconds.,vi: Tôi đã đi đến các cung điện mỗi mùa ngoại trừ mùa đông và mùa xuân là tốt nhất cho khu vườn nhưng mùa thu có thể đến trong một vài giây rất gần.,0.937506267,0
"en: very beautiful palace, however, you have to purchase separate ticket if you want to visit backyard garden.","vi: Tuy nhiên, bạn phải mua vé riêng nếu bạn muốn thăm vườn sau.",0.9378333773,0
en: Free activities included the Royal Palace Museum and 10.00 changing of the guard parade.,vi: Các hoạt động tự do bao gồm Bảo tàng Cung điện Hoàng gia và thay đổi 10.00 cuộc diễu hành bảo vệ.,0.9379608291,0
en: We brought tickets for the palace and gardens when we arrived in the afternoon but because of the afternoon garden tour time we didn't get a chance to see the palace.,vi: Chúng tôi mang vé đến cung điện và vườn khi đến vào buổi chiều nhưng vì thời gian đi tham quan vườn buổi chiều nên chúng tôi không có cơ hội xem cung điện.,0.9379678454,0
"en: However, not until i visited Changdeokgung one autumm morning, have i changed my mind.","vi: Tuy nhiên, mãi cho đến khi tôi đến Changdeokgung vào một buổi sáng, tôi mới đổi ý.",0.9379931859,0
"en: One of the main palace around Seoul, although almost the same with the Gyeongbukgung, the history to it are totally different.","vi: Một trong những cung điện chính xung quanh Seoul, mặc dù gần như giống với Gyeongbukgung, lịch sử của nó hoàn toàn khác.",0.9383484977,0
en: Make sure the guide tells you about all the palace intrigue.,vi: Hãy chắc chắn rằng hướng dẫn viên nói cho bạn biết về tất cả các mưu đồ của cung điện.,0.9386766297,0
en: They discontinued that some time back.,vi: Họ đã ngừng việc đó một thời gian trước.,0.9389036042,0
en: The number of places is limited to 50 in each tour and mine was full so it is worth the effort of reserving in advance.,vi: Số lượng chỗ được giới hạn ở 50 chỗ trong mỗi chuyến và tôi đã đầy chỗ nên rất đáng để dành tiền đặt trước.,0.9390247209,0
en: (if you are a fan :D).,vi: (nếu bạn là người hâm mộ: D).,0.9391555105,0
en: The palace itself is still okay.,vi: Cung điện vẫn ổn.,0.939365387,0
"en: If you have more than a day in Seoul you're gonna visit Gyeongbokgung, but nearby many people miss out on this palace.","vi: Nếu bạn có hơn một ngày ở Seoul bạn sẽ đến thăm Gyeongbokgung, nhưng gần đó nhiều người bỏ lỡ cung điện này.",0.9393758774,0
"en: You enter the garden with a group according to language, but to be honest I ditched them as soon as I was inside as I wanted to do my own thing and some peace and quiet.","vi: Bạn vào vườn với một nhóm theo ngôn ngữ, nhưng để được trung thực tôi bỏ rơi họ ngay khi tôi đã ở bên trong như tôi muốn làm điều riêng của tôi và một số hòa bình và yên tĩnh.",0.9393846648,0
"en: Wearing heels is ok for the palace, but I don't know about the secret garden.","vi: Đi giày cao gót là được cho cung điện, nhưng tôi không biết về khu vườn bí mật.",0.9398866381,0
en: Unfortunately did not get to go to the Secret garden.,vi: Thật không may là không được đến khu vườn bí mật.,0.9399706296,0
en: I went there after visiting the Gyeongbokgung palace and for me they look very similar.,vi: Tôi đã đến đó sau khi đến thăm cung điện Gyeongbokgung và đối với tôi chúng trông rất giống nhau.,0.9410309792,0
en: But I'm not totally sure.,vi: Nhưng tôi không hoàn toàn chắc chắn.,0.9414419447,0
en: This proves so much.,vi: Điều này chứng minh rất nhiều.,0.9415204184,0
"en: The palace ground is actually very large, so allocate about 1 hour minimum to see everything.","vi: Sân cung điện thực sự rất rộng, vì vậy phân bổ ít nhất 1 giờ để xem mọi thứ.",0.9415265492,0
"en: The garden paths are up and down, so it’s better to wear comfortable shoes!!","vi: Đường đi trong vườn thường dốc lên xuống xuống, vì vậy tốt hơn hết là bạn nên mang giày thoải mái!!",0.9415296146,0
en: The tour guide thought it was a warm day at 32 degrees fahrenheit (0 Celsius).,vi: Hướng dẫn viên du lịch nghĩ rằng đó là một ngày ấm áp ở 32 độ f (0 độ C).,0.9964417049,0
en: The place had an temp of around 24 degree Celsius.,vi: Nơi này có nhiệt độ khoảng 24 độ C.,0.9999579021,0
en: Of the two palaces I thought that Changdeokgung was the most impressive.,"vi: Trong hai cung điện, tôi nghĩ Changdeokgung là cung điện ấn tượng nhất.",0.9417645591,1
en: It is a huge place so bring water and get as much photos as you can.,"vi: Đây là một nơi rộng lớn, vì vậy hãy mang nước và chụp càng nhiều ảnh càng tốt.",0.9423201425,1
en: The tour lasts about 70 minutes and is worth the commitment.,vi: Chuyến lưu diễn kéo dài khoảng 70 phút và đáng để cam kết.,0.9429647582,1
"en: If you've only got time for one palace, choose Gyeongbokgung.","vi: Nếu chỉ có thời gian cho một cung điện, hãy chọn Gyeongbokgung.",0.943095071,1
en: Changdeokgung palace is one of the most beautiful palace complex in Seoul.,vi: Cung điện Changdeokgung là một trong những cung điện đẹp nhất ở Seoul.,0.9432710239,1
"en: As it is less popular than another palace in downtown, it is less hubbub.","vi: Vì nó ít phổ biến hơn một cung điện khác ở trung tâm thành phố, nên nó ít ồn ào hơn.",0.9433853967,1
en: It should be the no.1 thing to do in Seoul!,vi: Đó có lẽ là điều nên làm số một ở Seoul!,0.9435867582,1
en: It's worth it if you are going to visit all the places as it costs about 3000 to visit each palace and 1000 to visit the shrine on individual tickets.,vi: Nếu bạn muốn đi thăm tất cả các nơi thì cũng đáng vì mỗi cung điện tốn khoảng 3.000 đô la và mỗi vé riêng lẻ là 1.000 đô la.,0.9438302176,1
en: It is also easy to visit Changgyeonggung Palace as you can enter this site from the Changdeokgung Palace grounds.,vi: Cũng dễ dàng để tham quan Cung điện Changgyeonggung vì bạn có thể vào địa điểm này từ khu đất Cung điện Changdeokgung.,0.9446172714,1
en: The grounds are huge!,vi: Sân bãi rộng quá!,0.9460458074,1
en: A visit here will make for a pleasant hour or two of your day.,vi: Một chuyến viếng thăm sẽ tạo ra một hoặc hai giờ dễ chịu trong ngày của bạn.,0.9463270732,1
